CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
122,100290183202500001,202500001,2025-02-14,1773,183,1,2,7,41,6,124,2025-02-08 23:28:29,2025-02-09 05:10:29,2025-02-09 21:35:29,16.787566,75.725068,Complainant reported theft of personal property from Ganesan Ganj.
123,100290182202600002,202600002,2026-02-22,2468,182,1,1,13,67,6,132,2026-02-19 17:24:26,2026-02-19 22:40:26,2026-02-20 00:56:26,16.820078,75.653374,Police seized illegal liquor from the accused near Sunder Marg.
124,100090059202500002,202500002,2025-03-20,2733,59,1,2,12,64,6,107,2025-03-16 12:08:45,2025-03-16 17:45:45,2025-03-16 22:09:45,13.36125,75.772368,Complainant reported unauthorized entry into their property at Kala Chowk.
125,100210133202200001,202200001,2022-02-13,1209,133,1,2,14,72,5,53,2022-02-11 10:12:17,2022-02-11 16:41:17,2022-02-12 01:08:17,12.564207,76.897843,Complainant reported victims being held in bonded labour conditions at Bhargava Marg.
126,100230148202600002,202600002,2026-09-28,2807,148,1,1,1,6,1,81,2026-09-22 11:50:50,2026-09-22 18:43:50,2026-09-22 20:19:50,16.222385,77.350027,Complainant reported that the victim was forcibly taken away by the accused from Raghavan Street.
127,100300189202600001,202600001,2026-11-15,1205,189,1,1,1,1,1,115,2026-11-08 01:45:45,2026-11-08 07:21:45,2026-11-08 08:04:45,16.754468,77.111284,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Ramakrishnan Nagar.
128,100050037202400001,202400001,2024-05-14,209,37,1,1,11,59,6,78,2024-05-06 12:37:54,2024-05-06 14:52:54,2024-05-06 15:04:54,12.9204,77.557768,"Complainant, a senior citizen, reported an incident involving the accused at Sha Road."
129,100150095202300001,202300001,2023-03-06,1203,95,1,2,10,58,2,56,2023-03-04 16:10:26,2023-03-04 20:53:26,2023-03-05 01:14:26,13.002124,76.122438,Case registered against the accused for a traffic-related violation near Sampath Road.
130,100290186202500001,202500001,2025-08-04,1159,186,1,2,10,58,2,7,2025-07-31 18:57:41,2025-08-01 00:16:41,2025-08-01 00:54:41,16.843911,75.709371,Case registered against the accused for a traffic-related violation near Sur Circle.
131,100280180202400001,202400001,2024-04-21,2808,180,1,2,14,72,1,109,2024-04-18 11:06:10,2024-04-18 17:46:10,2024-04-18 22:08:10,14.808687,74.721007,Complainant reported victims being held in bonded labour conditions at Gupta Street.
132,100260164202500001,202500001,2025-06-27,1848,164,1,2,4,28,4,104,2025-06-23 09:45:21,2025-06-23 10:09:21,2025-06-23 18:52:21,13.379525,77.071453,Complainant reported an offence involving a minor near Kalla Road.
133,100130085202500002,202500002,2025-08-25,1563,85,1,2,1,7,4,102,2025-08-22 17:04:22,2025-08-23 01:04:22,2025-08-23 05:05:22,15.46622,75.064907,Complainant reported an incident related to abduction near Bhat Nagar.
134,100260161202500001,202500001,2025-10-28,2268,161,1,1,1,8,6,37,2025-10-26 23:09:19,2025-10-27 05:00:19,2025-10-27 08:17:19,13.306443,77.071205,Complainant reported an incident related to assault near Bhandari Path.
135,100030026202300001,202300001,2023-09-29,2324,26,1,2,1,7,5,14,2023-09-27 13:41:54,2023-09-27 18:08:54,2023-09-27 19:33:54,15.874689,74.529224,Complainant reported an incident related to abduction near Sood Nagar.
136,100260167202400001,202400001,2024-04-07,2525,167,1,1,9,53,5,79,2024-03-31 17:22:08,2024-03-31 23:10:08,2024-04-01 04:57:08,13.345241,77.050591,Complainant reported an incident related to waging war against the state near Wali Circle.
137,100220136202600002,202600002,2026-03-11,446,136,1,2,3,21,2,45,2026-03-06 20:41:27,2026-03-06 23:07:27,2026-03-09 04:51:27,12.344239,76.648534,Complainant reported an incident related to molestation near Bhandari Street.
138,100200127202400001,202400001,2024-04-29,151,127,1,1,2,13,5,67,2024-04-27 18:57:01,2024-04-28 02:16:01,2024-04-28 06:20:01,15.380013,76.107906,Complainant reported unauthorized entry into their property at Buch Circle.
139,100160108202300002,202300002,2023-11-19,653,108,1,1,9,53,6,46,2023-11-16 12:32:05,2023-11-16 16:00:05,2023-11-16 18:02:05,14.771609,75.350926,Complainant reported an incident related to waging war against the state near Biswas Street.
140,100170111202300001,202300001,2023-03-16,164,111,1,2,10,55,3,83,2023-03-14 11:14:02,2023-03-14 17:01:02,2023-03-14 18:51:02,17.350864,76.863749,Complainant reported an incident related to hit and run near Bir.
141,100030021202400001,202400001,2024-03-21,1995,21,1,1,9,52,6,124,2024-03-15 14:57:53,2024-03-15 15:41:53,2024-03-15 19:50:53,15.804144,74.481155,Complainant reported an incident related to terrorism-related offences near Raval Ganj.
142,100280176202400001,202400001,2024-04-05,864,176,1,1,1,3,2,42,2024-04-03 20:45:52,2024-04-03 21:50:52,2024-04-03 23:18:52,14.756344,74.732753,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Koshy Zila.
143,100200127202500001,202500001,2025-02-17,2711,127,1,1,7,40,6,73,2025-02-10 01:16:59,2025-02-10 02:53:59,2025-02-10 16:44:59,15.297353,76.181658,Complainant reported being defrauded of money through a fraudulent scheme reported from Baral.
144,100290186202400001,202400001,2024-03-14,2420,186,1,2,4,27,2,18,2024-03-09 17:52:49,2024-03-09 19:30:49,2024-03-09 20:50:49,16.852348,75.670451,Complainant reported that the victim was forcibly taken away by the accused from Bumb.
145,100070047202600001,202600001,2026-07-07,2472,47,1,1,7,41,1,139,2026-07-03 05:11:30,2026-07-03 12:57:30,2026-07-04 06:24:30,11.897232,76.949176,Complainant reported theft of personal property from Virk Marg.
146,100260163202200001,202200001,2022-07-08,344,163,1,2,13,69,2,73,2022-06-29 15:51:47,2022-06-29 23:40:47,2022-06-30 07:29:47,13.363788,77.075838,Complainant reported an incident related to prohibition act violations near Lal Path.
147,100180118202500001,202500001,2025-01-17,2196,118,1,1,9,53,2,109,2025-01-15 09:13:44,2025-01-15 16:09:44,2025-01-15 18:42:44,12.405038,75.752239,Complainant reported an incident related to waging war against the state near Murthy Ganj.
148,800170111202300001,202300001,2023-07-18,2865,111,4,2,10,56,2,42,2023-07-12 15:35:30,2023-07-12 17:49:30,2023-07-13 01:57:30,17.377347,76.867715,Complainant reported an incident caused by rash or negligent driving near Lanka Ganj.
149,100030020202400001,202400001,2024-09-02,328,20,1,2,9,53,5,10,2024-08-25 10:00:51,2024-08-25 10:51:51,2024-08-25 20:34:51,15.850126,74.445154,Complainant reported an incident related to waging war against the state near Deep Marg.
150,100220143202600001,202600001,2026-01-25,148,143,1,1,7,44,2,93,2026-01-22 05:12:54,2026-01-22 10:53:54,2026-01-22 12:38:54,12.27919,76.652147,Complainant reported losing money through a phishing scam.
151,100070048202300001,202300001,2023-09-13,2484,48,1,1,1,3,5,50,2023-09-07 23:47:45,2023-09-08 00:27:45,2023-09-08 02:12:45,11.895516,76.965519,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Bora Path.
152,100140090202400002,202400002,2024-07-17,1981,90,1,1,7,44,4,63,2024-07-14 09:51:32,2024-07-14 12:07:32,2024-07-15 00:29:32,15.422404,75.650921,Complainant reported losing money through a phishing scam.
153,100240149202600001,202600001,2026-06-09,1079,149,1,2,13,69,6,64,2026-06-05 09:14:43,2026-06-05 15:18:43,2026-06-05 17:17:43,12.703385,77.275567,Complainant reported an incident related to prohibition act violations near Chaudhry.
154,100080057202500002,202500002,2025-03-11,1088,57,1,1,7,45,3,53,2025-03-09 13:17:11,2025-03-09 19:44:11,2025-03-10 01:57:11,13.426689,77.755492,Complainant reported an incident related to social media impersonation near Yogi Zila.
155,100070047202500001,202500001,2025-02-03,2094,47,1,2,14,71,6,72,2025-01-31 18:48:54,2025-01-31 23:30:54,2025-02-01 21:37:54,11.957287,76.997072,Case registered against the accused for a traffic-related violation near Toor Ganj.
156,100120080202400001,202400001,2024-07-17,1482,80,1,2,13,67,1,67,2024-07-13 13:49:11,2024-07-13 17:48:11,2024-07-13 21:26:11,14.445499,75.883181,Police seized illegal liquor from the accused near Deo Road.
157,100050039202300002,202300002,2023-03-14,2953,39,1,2,5,30,4,70,2023-03-11 11:23:23,2023-03-11 18:45:23,2023-03-11 21:55:23,13.005431,77.576222,Complainant reported an incident related to unlawful assembly near Biswas Path.
158,100250159202500001,202500001,2025-09-16,2326,159,1,1,9,53,2,13,2025-09-10 08:08:57,2025-09-10 15:27:57,2025-09-10 20:53:57,13.964542,75.586735,Complainant reported an incident related to waging war against the state near Pingle Ganj.
159,100120080202400002,202400002,2024-08-15,2206,80,1,2,12,63,6,45,2024-08-07 13:35:35,2024-08-07 20:34:35,2024-08-07 21:50:35,14.449447,75.894163,Complainant reported being threatened by the accused near Dugar Road.
160,100310191202500002,202500002,2025-06-03,664,191,1,2,5,31,3,88,2025-05-30 14:09:55,2025-05-30 15:39:55,2025-05-30 21:14:55,15.244764,76.372733,Complainant reported an incident related to affray near Mittal Chowk.
161,100060046202500001,202500001,2025-04-15,684,46,1,1,6,39,2,102,2025-04-09 11:11:54,2025-04-09 11:27:54,2025-04-09 15:47:54,17.899795,77.529808,Complainant reported being defrauded of money through a fraudulent scheme reported from Wadhwa.
162,100030021202300001,202300001,2023-10-03,699,21,1,1,2,16,6,8,2023-09-29 17:05:41,2023-09-30 00:43:41,2023-09-30 03:48:41,15.809615,74.466426,Complainant reported being threatened for money by the accused near Mistry Nagar.
163,100010008202600001,202600001,2026-12-18,2187,8,1,2,6,36,1,80,2026-12-13 15:44:34,2026-12-13 17:19:34,2026-12-14 09:48:34,16.228432,75.666629,Complainant reported forged documents being used by the accused.
164,100280179202300001,202300001,2023-04-10,38,179,1,2,8,47,1,111,2023-04-06 08:48:54,2023-04-06 10:02:54,2023-04-07 06:41:54,14.780213,74.715215,Police recovered narcotic substances from the accused during a check near D’Alia Road.
165,100250158202200002,202200002,2022-11-14,1102,158,1,2,10,55,4,106,2022-11-08 14:47:41,2022-11-08 18:11:41,2022-11-08 19:09:41,13.970632,75.594507,Complainant reported an incident related to hit and run near Dugal Zila.
166,100050039202300003,202300003,2023-06-23,1401,39,1,1,2,11,1,108,2023-06-20 17:01:09,2023-06-20 17:31:09,2023-06-20 17:50:09,12.974181,77.638595,Complainant reported an armed group robbery at Manda Road.
167,800090062202500001,202500001,2025-04-27,3147,62,4,2,13,69,6,64,2025-04-22 10:25:04,2025-04-22 15:08:04,2025-04-22 18:51:04,13.297935,75.759758,Complainant reported an incident related to prohibition act violations near Kade.
168,100110077202400001,202400001,2024-10-17,814,77,1,1,8,47,6,93,2024-10-10 18:43:19,2024-10-10 21:33:19,2024-10-11 08:59:19,12.863889,74.860064,Police recovered narcotic substances from the accused during a check near Jani Path.
169,800280176202400001,202400001,2024-01-26,646,176,4,1,14,71,5,128,2024-01-24 12:15:00,2024-01-24 12:41:00,2024-01-26 00:55:00,14.754141,74.724967,Case registered against the accused for a traffic-related violation near Tiwari Road.
170,300030019202500001,202500001,2025-01-21,1548,19,2,2,10,56,6,92,2025-01-20 10:14:20,2025-01-20 15:04:20,2025-01-20 23:37:20,15.816764,74.462897,Complainant reported an incident caused by rash or negligent driving near Krishnamurthy Chowk.
171,100220143202300001,202300001,2023-10-07,1841,143,1,2,5,29,6,76,2023-10-06 17:20:46,2023-10-06 21:24:46,2023-10-06 21:58:46,12.277763,76.65938,Complainant reported a violent disturbance involving multiple persons near Chanda Nagar.
172,100260161202400001,202400001,2024-09-29,2259,161,1,2,9,52,6,40,2024-09-21 08:15:20,2024-09-21 14:29:20,2024-09-21 15:19:20,13.344928,77.147735,Complainant reported an incident related to terrorism-related offences near Malhotra Marg.
173,100190121202400001,202400001,2024-01-27,1501,121,1,1,6,37,3,57,2024-01-21 10:12:06,2024-01-21 14:25:06,2024-01-21 20:01:06,13.140224,78.080539,Complainant reported an incident related to counterfeiting near Aggarwal Nagar.
174,300180119202400001,202400001,2024-12-03,1245,119,2,1,2,9,1,20,2024-11-28 02:47:56,2024-11-28 06:24:56,2024-11-29 14:39:56,12.399402,75.789205,Complainant reported theft of personal property from De Path.
175,100290186202300001,202300001,2023-03-22,427,186,1,1,9,50,3,43,2023-03-16 11:35:26,2023-03-16 18:02:26,2023-03-16 19:11:26,16.828255,75.685858,Case registered against the accused for activities against public order.
176,100250156202400001,202400001,2024-08-30,877,156,1,2,9,53,6,97,2024-08-22 13:20:54,2024-08-22 16:35:54,2024-08-22 19:50:54,13.928595,75.591371,Complainant reported an incident related to waging war against the state near Sane Chowk.
177,100240151202600001,202600001,2026-01-02,1131,151,1,2,12,64,6,131,2026-01-01 12:56:19,2026-01-01 13:04:19,2026-01-01 15:31:19,12.758478,77.264564,Complainant reported unauthorized entry into their property at Andra Circle.
178,100170110202200001,202200001,2022-04-29,709,110,1,2,10,55,2,125,2022-04-26 17:51:19,2022-04-26 18:43:19,2022-04-26 23:25:19,17.313282,76.82413,Complainant reported an incident related to hit and run near Borra Zila.
179,100260163202500002,202500002,2025-07-03,222,163,1,1,12,62,6,79,2025-06-25 08:52:27,2025-06-25 12:30:27,2025-06-25 20:32:27,13.371376,77.073164,Complainant reported defamatory statements made by the accused.
180,100160103202500001,202500001,2025-02-22,3053,103,1,1,6,38,3,13,2025-02-15 14:36:32,2025-02-15 15:27:32,2025-02-15 17:23:32,14.783663,75.393564,Complainant reported an incident related to money laundering near Divan Path.
181,100160108202500001,202500001,2025-10-16,1325,108,1,2,5,29,2,23,2025-10-10 16:41:36,2025-10-10 18:26:36,2025-10-10 19:35:36,14.757897,75.363654,Complainant reported a violent disturbance involving multiple persons near Datta Marg.
182,100030024202400001,202400001,2024-08-25,3104,24,1,1,7,43,1,22,2024-08-18 09:39:52,2024-08-18 16:35:52,2024-08-19 04:14:52,15.800055,74.520298,Complainant reported being repeatedly followed and harassed by the accused near Morar Nagar.
183,300030024202600001,202600001,2026-10-01,579,24,2,2,1,4,1,5,2026-09-30 21:30:01,2026-10-01 00:24:01,2026-10-01 00:51:01,15.881035,74.463388,Complainant reported being assaulted and sustaining injuries during an altercation near Baral Path.
184,100110076202300001,202300001,2023-10-20,2660,76,1,1,11,61,6,99,2023-10-19 12:00:04,2023-10-19 15:23:04,2023-10-19 21:15:04,12.902633,74.905726,Complainant reported an incident related to neglect of senior citizens near Kade Path.
185,800070047202300001,202300001,2023-11-18,2054,47,4,1,7,44,1,71,2023-11-14 02:29:35,2023-11-14 10:28:35,2023-11-14 14:22:35,11.954579,76.98343,Complainant reported losing money through a phishing scam.
186,100260160202600001,202600001,2026-01-18,932,160,1,2,11,60,2,107,2026-01-13 08:57:25,2026-01-13 14:38:25,2026-01-13 19:14:25,13.377794,77.062446,Complainant reported being defrauded of money through a fraudulent scheme reported from Ray Path.
187,800070048202300001,202300001,2023-07-07,648,48,4,2,3,20,2,82,2023-06-30 00:43:51,2023-06-30 02:31:51,2023-07-02 04:08:51,11.965701,76.914971,Complainant reported facing cruelty from family members at Dubey.
188,100020014202200001,202200001,2022-01-11,3123,14,1,2,9,50,2,69,2022-01-05 14:47:59,2022-01-05 21:52:59,2022-01-06 11:34:59,15.097419,76.939946,Case registered against the accused for activities against public order.
189,100180119202200001,202200001,2022-01-25,133,119,1,1,10,55,3,105,2022-01-20 15:38:30,2022-01-20 21:47:30,2022-01-21 03:29:30,12.391572,75.778385,Complainant reported an incident related to hit and run near Sachar Street.
190,400240151202500001,202500001,2025-03-07,2491,151,3,1,1,5,3,98,2025-03-02 19:28:55,2025-03-03 00:48:55,2025-03-03 01:46:55,12.751598,77.261221,Complainant reported being assaulted and sustaining injuries during an altercation near Gola Nagar.
191,300220142202400001,202400001,2024-08-23,202,142,2,2,7,44,1,49,2024-08-22 01:52:56,2024-08-22 02:18:56,2024-08-22 06:39:56,12.29628,76.669297,Complainant reported losing money through a phishing scam.
192,100090058202300002,202300002,2023-04-30,103,58,1,1,7,42,5,46,2023-04-27 08:41:28,2023-04-27 09:32:28,2023-04-27 17:48:28,13.304283,75.723467,Complainant reported an incident related to hacking near Loke Ganj.
193,100130089202300001,202300001,2023-08-23,2255,89,1,1,12,63,3,98,2023-08-21 10:45:28,2023-08-21 16:14:28,2023-08-21 19:07:28,15.454247,75.002218,Complainant reported being threatened by the accused near Chokshi Street.
194,100020010202200001,202200001,2022-11-06,1879,10,1,2,3,19,6,128,2022-11-02 01:19:46,2022-11-02 07:57:46,2022-11-02 20:29:46,15.130928,76.924651,Complainant reported the suspicious death of the victim linked to dowry harassment at Barad Marg.
195,100260168202200001,202200001,2022-08-15,151,168,1,2,9,50,2,38,2022-08-08 14:38:00,2022-08-08 16:48:00,2022-08-08 22:13:00,13.335574,77.127632,Case registered against the accused for activities against public order.
196,100260167202600001,202600001,2026-01-14,147,167,1,1,11,61,3,24,2026-01-09 10:39:42,2026-01-09 16:38:42,2026-01-09 23:09:42,13.321523,77.05988,Complainant reported an incident related to neglect of senior citizens near Sharma Ganj.
197,100240151202500001,202500001,2025-11-03,2989,151,1,2,6,36,2,136,2025-10-27 12:44:55,2025-10-27 15:09:55,2025-10-27 23:59:55,12.755288,77.247883,Complainant reported forged documents being used by the accused.
